Region,Cuisine,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Ingredient16,Ingredient17,Ingredient18,Ingredient19,Ingredient20,Ingredient21,Ingredient22,Ingredient23,Ingredient24,Ingredient25,Ingredient26,Ingredient27,Ingredient28,Ingredient29,Ingredient30,,
Asian,Indian,lamb,coriander,onion,radish,lime_juice,cumin,mango,bell_pepper,yogurt,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,olive_oil,mustard,onion,tabasco_pepper,black_pepper,cumin,ginger,celery,vegetable,fennel,carrot,garlic,bell_pepper,crab,radish,chive,tomato,seed,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,coconut,onion,cardamom,cayenne,cilantro,ginger,cumin,fennel,seed,garlic,tomato,lamb,pepper,vegetable_oil,turmeric,cinnamon,,,,,,,,,,,,,,
Asian,Indian,olive_oil,lemon_juice,cardamom,prawn,ginger,garlic,bell_pepper,yogurt,turmeric,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,black_mustard_seed_oil,cilantro,cayenne,cumin,ginger,seed,tomato,coriander,tamarind,pea,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,yogurt,cilantro,cucumber,cumin,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,coconut,galanga,onion,soy_sauce,black_pepper,cilantro,ginger,cumin,garlic,bell_pepper,sweet_potato,vegetable_oil,lemongrass,pea,thai_pepper,lime,,,,,,,,,,,,,,,
Asian,Indian,olive_oil,black_pepper,chive,scallion,yogurt,cucumber,orange,garlic,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,olive_oil,cilantro,lemon_juice,mustard,dill,cayenne,corn,black_pepper,cumin,ginger,scallion,seed,mint,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,cilantro,okra,roasted_peanut,potato,cayenne,cumin,ginger,lemon_juice,fennel,mango,garlic,cinnamon,vegetable_oil,tomato,chicken,cane_molasses,turmeric,,,,,,,,,,,,
Asian,Indian,melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,coconut,cardamom,cayenne,cumin,ginger,cinnamon,pea,turmeric,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,black_mustard_seed_oil,lemon_juice,cauliflower,ginger,seed,vegetable_oil,turmeric,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,vinegar,cilantro,onion,cayenne,black_pepper,cumin,ginger,white_wine,garlic,cinnamon,oregano,chicken,rice,bell_pepper,,,,,,,,,,,,,,,,,
Asian,Indian,butter,peanut_oil,pepper,apple,onion,fenugreek,apricot,chicken_broth,raisin,cumin,garlic,coriander,chicken,rice,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,vinegar,wheat,onion,olive_oil,corn,cayenne,parmesan_cheese,buttermilk,chickpea,garlic,wheat_bread,yogurt,sherry,tamarind,egg,lettuce,basil,,,,,,,,,,,,,,
Asian,Indian,cream,gelatin,vanilla,bitter_orange,strawberry,buttermilk,brandy,blackberry,wine,orange,raspberry,egg,blueberry,berry,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,olive_oil,pepper,onion,fenugreek,chicken_broth,cilantro,peppermint,cumin,yogurt,carrot,garlic,basil,lentil,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,milk_fat,cream,egg,cinnamon,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,meat,onion,cardamom,jasmine,cayenne,ginger,bay,garlic,cinnamon,yogurt,vegetable_oil,chicken,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,cilantro,wheat,fish,cumin,scallion,yogurt,pepper,vegetable_oil,egg,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,yogurt,cilantro,wheat,olive_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,lemon_juice,cumin,garlic,tomato,vegetable_oil,watercress,coconut,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cardamom,cane_molasses,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,coriander,pepper,fenugreek,lime_juice,cumin,scallion,scallop,vegetable_oil,pea,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,olive_oil,rice,wheat,berry,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,cilantro,lemon_juice,pepper,cumin,mango,garlic,sesame_seed,yogurt,chicken,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,vinegar,onion,cayenne,ginger,garlic,butter,yogurt,vegetable_oil,chicken,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cardamom,cayenne,ginger,cinnamon,yogurt,chicken,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,vinegar,cane_molasses,mustard,cauliflower,cayenne,cumin,ginger,cucumber,fennel,carrot,garlic,vegetable_oil,turmeric,,,,,,,,,,,,,,,,,,
Asian,Indian,almond,onion,cardamom,raisin,cashew,black_pepper,cumin,saffron,bay,cinnamon,vegetable_oil,rice,pea,cream,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,cilantro,cardamom,black_pepper,ginger,bay,garlic,cinnamon,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,olive_oil,lemon_juice,tea,ginger,carrot,sweet_potato,black_tea,cilantro,scallion,blueberry,cardamom,black_pepper,corn,red_wine,pear,butter,meat,onion,asparagus,leek,chicken_broth,star_anise,cinnamon,,,,,,,,,
Asian,Indian,butter,wheat,parsley,cumin,vegetable_oil,tamarind,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,wheat,corn,seed,yogurt,vegetable_oil,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,okra,cayenne,cashew,jasmine,cumin,garlic,tomato,vegetable_oil,chicken,currant,coconut,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,black_mustard_seed_oil,coconut,fenugreek,cayenne,cumin,bean,seed,pepper,vegetable_oil,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,cheese,onion,cayenne,ginger,garlic,tomato,coriander,turmeric,cinnamon,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,onion,cardamom,bay,lentil,rice,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cumin,carrot,yogurt,vegetable_oil,chicken,mint,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,lemon,cayenne,fish,black_pepper,cumin,ginger,fennel,garlic,yogurt,mint,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,black_mustard_seed_oil,cilantro,onion,cumin,seed,cucumber,yogurt,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,vinegar,coconut,onion,cauliflower,cayenne,cider,cumin,shrimp,coffee,vegetable_oil,garlic,tamarind,rice,turmeric,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,cilantro,lemon_juice,apple,onion,cardamom,cayenne,bay,black_pepper,coconut,ginger,cumin,garlic,cinnamon,vegetable_oil,chicken,rice,turmeric,,,,,,,,,,,,,
Asian,Indian,lemon_juice,cardamom,cayenne,cumin,ginger,garlic,bell_pepper,yogurt,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,coriander,pepper,wheat,zucchini,onion,fenugreek,chicken_broth,black_pepper,cumin,lime,cilantro,garlic,vegetable_oil,chicken,turmeric,cream,,,,,,,,,,,,,,,
Asian,Indian,lemon_juice,mint,chicken_broth,cayenne,cumin,chickpea,garlic,egg,turmeric,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,cardamom,black_pepper,cayenne,cumin,bay,mace,nutmeg,cinnamon,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,cilantro,cumin,scallion,cucumber,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,coconut,onion,salmon,cayenne,cumin,ginger,seed,garlic,bell_pepper,vegetable_oil,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,black_mustard_seed_oil,onion,potato,cayenne,cumin,mango,vegetable_oil,lentil,rice,seed,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,lemon_juice,onion,cayenne,cumin,shrimp,cilantro,garlic,tomato,yogurt,vegetable_oil,scallion,coconut,turmeric,,,,,,,,,,,,,,,,
Asian,Indian,tomato,fenugreek,lemon,mustard,onion,fish,cayenne,seed,garlic,vegetable_oil,coriander,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,onion,cardamom,cayenne,cumin,bell_pepper,yogurt,chicken,turmeric,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,black_mustard_seed_oil,coconut,cayenne,black_pepper,bay,bean,seed,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,lemon_juice,mustard,cayenne,cumin,shrimp,vegetable_oil,scallion,turmeric,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,black_mustard_seed_oil,pepper,onion,fenugreek,cayenne,cilantro,cumin,carrot,yogurt,vegetable_oil,seed,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,lemon_juice,cayenne,cumin,ginger,garlic,bell_pepper,yogurt,vegetable_oil,chicken,turmeric,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,cayenne,cumin,vegetable_oil,tamarind,chicken,turmeric,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,onion,chicken_broth,cayenne,cumin,ginger,parsley,carrot,garlic,cinnamon,pineapple,vegetable_oil,chicken,rice,turmeric,,,,,,,,,,,,,,,,
Asian,Indian,olive_oil,ginger,carrot,coriander,parsley,lard,roasted_beef,cinnamon,fenugreek,pepper,wheat,garlic,tomato,onion,potato,raisin,cumin,pea,mango,butter,beef_broth,egg,turmeric,,,,,,,,,
Asian,Indian,coriander,olive_oil,pepper,onion,fenugreek,cumin,ginger,vegetable,garlic,tomato,yogurt,lentil,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,vegetable_oil,seed,zucchini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,cilantro,wheat,mustard,shallot,garlic,cumin,ginger,brassica,bell_pepper,vegetable_oil,goat_cheese,macaroni,,,,,,,,,,,,,,,,,,
Asian,Indian,cilantro,mustard,cayenne,lime_juice,squash,ginger,scallop,bean,garlic,pepper,vegetable_oil,cream,coconut,turmeric,,,,,,,,,,,,,,,,,,
Asian,Indian,vinegar,mustard,apricot,garlic,ginger,currant,vegetable_oil,wine,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,cilantro,mustard,black_pepper,cumin,scallion,scallop,pepper,vegetable_oil,turmeric,egg,bread,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,pistachio,cardamom,raisin,saffron,milk_fat,rice,milk,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,apricot,grape_juice,peach,cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,olive_oil,pepper,kidney_bean,fenugreek,chicken_broth,cumin,orange,mango,garlic,bell_pepper,sweet_potato,yogurt,brassica,rice,currant,turmeric,,,,,,,,,,,,,,,
Asian,Indian,milk_fat,lemon_juice,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,vinegar,pepper,mustard,onion,fenugreek,cardamom,cilantro,ginger,cumin,tomato,seed,garlic,cinnamon,turmeric,chicken,white_wine,olive_oil,bell_pepper,,,,,,,,,,,,,
Asian,Indian,honey,vegetable_oil,tamarind,cucumber,lime_juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,coconut,clam,onion,cayenne,cumin,ginger,cilantro,bell_pepper,vegetable_oil,lime,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,mango,mint,ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,vinegar,pepper,lemon_juice,mustard,onion,fenugreek,cumin,lettuce,mango,yogurt,sherry,chicken,turmeric,mint,olive_oil,lime,,,,,,,,,,,,,,,
Asian,Indian,chicken_broth,cumin,onion,pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,nutmeg,lemon_juice,onion,cayenne,black_pepper,cumin,ginger,garlic,yogurt,vegetable_oil,chicken,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,vegetable_oil,cilantro,carrot,lime_juice,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,shallot,vegetable_oil,rice,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,potato,cayenne,cumin,bay,vegetable_oil,tamarind,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,lemon_juice,wheat,onion,corn,carrot,cumin,milk,cilantro,bell_pepper,vegetable,vegetable_oil,chicken,rice,pea,turmeric,,,,,,,,,,,,,,
Asian,Indian,olive_oil,cilantro,lemon_juice,nut,cayenne,parsley,cumin,mango,garlic,bell_pepper,yogurt,chicken,rice,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,peanut,cilantro,lemon_juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,cilantro,onion,cayenne,cumin,ginger,shrimp,garlic,vegetable_oil,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,celery_oil,onion,potato,nut,cashew,cayenne,mango,garlic,rice,corn,vinegar,lime,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,onion,cayenne,garlic,ginger,lobster,yogurt,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coconut,cayenne,salmon,cumin,cilantro,garlic,mint,lime,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,cilantro,onion,cayenne,black_pepper,cumin,ginger,scallion,garlic,crab,vegetable_oil,coconut,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,cilantro,onion,fish,cayenne,coconut,vegetable_oil,tamarind,turmeric,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,okra,onion,black_pepper,cumin,ginger,tomato,chickpea,garlic,cinnamon,vegetable_oil,rice,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,butter,vanilla,cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,vinegar,cilantro,onion,egg,cayenne,cider,vegetable_oil,mint,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,vinegar,pepper,peach,onion,raisin,cayenne,ginger,garlic,bell_pepper,cider,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cilantro,wheat,onion,potato,corn,cayenne,cumin,ginger,carrot,garlic,yogurt,vegetable_oil,egg,pea,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,beef,vinegar,fish,cayenne,cumin,ginger,cilantro,garlic,yogurt,cucumber,rice,olive_oil,turmeric,,,,,,,,,,,,,,,,
Asian,Indian,tomato,cane_molasses,coconut,onion,sunflower_oil,cardamom,cayenne,potato,black_pepper,cilantro,ginger,cumin,yam,carrot,garlic,sweet_potato,vegetable,lime,,,,,,,,,,,,,,
Asian,Indian,tomato,coriander,cilantro,onion,cayenne,cumin,ginger,bell_pepper,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,onion,cayenne,cumin,ginger,cilantro,vegetable_oil,lentil,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,cayenne,cumin,cucumber,yogurt,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cardamom,black_pepper,nutmeg,cinnamon,cumin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,mustard,onion,cayenne,cumin,ginger,celery,vegetable,carrot,garlic,chive,vegetable_oil,lentil,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,cheese,green_bell_pepper,wheat,onion,cayenne,bell_pepper,soybean,vegetable_oil,milk,turmeric,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coconut,apple,ginger,coriander,chicken,cream,cilantro,peanut,yogurt,vegetable_oil,rice,banana,fenugreek,pepper,wheat,garlic,tomato,onion,chicken_broth,cumin,pea,mango,cinnamon,turmeric,,,,,,,,
Asian,Indian,buttermilk,mango,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,grape,apple,onion,black_pepper,parsley,cumin,lettuce,tomato,turmeric,yogurt,vegetable_oil,chicken,bread,egg,whole_grain_wheat_flour,,,,,,,,,,,,,,
Asian,Indian,coconut,cayenne,cilantro,ginger,scallion,vegetable_oil,rice,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,grape,onion,lime_juice,chicken_broth,cashew,black_pepper,cumin,ginger,honey,mango,yogurt,vegetable_oil,chicken,egg,turmeric,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,vinegar,coriander,onion,cayenne,raisin,cumin,ginger,mango,garlic,cinnamon,vegetable_oil,turmeric,bell_pepper,,,,,,,,,,,,,,,,,,
Asian,Indian,yogurt,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,cayenne,cumin,ginger,bay,mung_bean,rice,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,vinegar,cilantro,lemon_juice,wheat,onion,yeast,cayenne,cider,cumin,ginger,milk,garlic,yogurt,vegetable_oil,chicken,mint,egg,turmeric,,,,,,,,,,,,,
Asian,Indian,bean,rice,sesame_oil,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,lemon_juice,sesame_oil,onion,fenugreek,radish,cayenne,bean,garlic,turmeric,lentil,rice,pea,mustard,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,olive_oil,onion,thyme,squash,parmesan_cheese,parsley,garlic,bell_pepper,basil,macaroni,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,butter,coconut,green_bell_pepper,black_mustard_seed_oil,cayenne,cilantro,seed,bell_pepper,yogurt,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,rose,nut,cashew,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,coriander,pepper,wheat,fenugreek,chicken_broth,cumin,brandy,mango,chicken,turmeric,cream,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,mustard,onion,shallot,cayenne,cumin,cardamom,coffee,nutmeg,vegetable_oil,garlic,turmeric,,,,,,,,,,,,,,,,,,
Asian,Indian,mint,cilantro,lime_juice,onion,cayenne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,wheat,black_pepper,cumin,lamb,cinnamon,turmeric,yogurt,butter,mint,zucchini,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,coriander,cilantro,black_pepper,cumin,chickpea,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,wheat,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,lamb,onion,cayenne,ginger,bay,seed,garlic,cinnamon,rice,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,fish,almond,cumin,ginger,melon,mango,cucumber,butter,yogurt,mint,turmeric,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,clam,mustard,corn,cumin,scallion,honey,crab,vegetable_oil,bread,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,lemon_juice,sesame_oil,cumin,bell_pepper,yogurt,mint,turmeric,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,butter,cardamom,vanilla,lime_juice,peanut_oil,pineapple,milk,cream,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,tomato,cilantro,black_pepper,cayenne,cumin,ginger,scallion,coriander,egg,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,black_mustard_seed_oil,coconut,fenugreek,cayenne,cumin,yogurt,seed,cucumber,pepper,rice,milk,turmeric,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,lamb,cane_molasses,thyme,onion,cardamom,cayenne,corn,black_pepper,cumin,ginger,white_wine,celery,garlic,tamarind,bay,rosemary,,,,,,,,,,,,,,,
Asian,Indian,fish,shrimp,garlic,bell_pepper,vegetable_oil,tamarind,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,black_pepper,shrimp,mint,bell_pepper,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,cardamom,cayenne,black_pepper,cumin,ginger,cinnamon,turmeric,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,vinegar,onion,raisin,cayenne,cumin,mango,vegetable,whole_grain_wheat_flour,cider,bread,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,onion,cauliflower,cayenne,cilantro,ginger,cumin,carrot,garlic,vegetable_oil,lentil,pea,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,vegetable_oil,wheat,peanut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,cane_molasses,pepper,wheat,fenugreek,vanilla,cumin,cocoa,pistachio,coriander,egg,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,pepper,mustard,onion,potato,cayenne,cumin,cilantro,vegetable_oil,turmeric,egg,lime,,,,,,,,,,,,,,,,,,,
Asian,Indian,cilantro,lime_juice,cumin,ginger,garlic,cinnamon,vegetable_oil,lentil,rice,turmeric,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,tea,coconut,peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,potato,black_pepper,cumin,ginger,vegetable_oil,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,lamb,celery,yogurt,cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,lemon_juice,mustard,onion,cayenne,ginger,garlic,vegetable_oil,mint,zucchini,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,cilantro,onion,potato,mango,tamarind,rice,mint,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,tomato,wheat,onion,yeast,chicken_broth,cayenne,cumin,ginger,garlic,vegetable_oil,lentil,egg,milk,turmeric,,,,,,,,,,,,,,,,,
Asian,Indian,lamb,coriander,lemon_juice,onion,nut,cayenne,cumin,ginger,bay,garlic,tomato,yogurt,vegetable_oil,cinnamon,,,,,,,,,,,,,,,,,,
Asian,Indian,cardamom,saffron,cinnamon,vegetable_oil,rice,milk,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,fennel,watermelon,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,apricot,vanilla,plum,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,wheat,onion,chickpea,seed,vegetable_oil,rice,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,olive_oil,cilantro,lemon_juice,potato,chicken_broth,ginger,garlic,bell_pepper,turmeric,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,olive_oil,pepper,onion,cauliflower,vinegar,red_wine,cumin,fenugreek,cilantro,bell_pepper,turmeric,,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,vinegar,coriander,onion,potato,chicken_broth,cayenne,cumin,ginger,garlic,bell_pepper,vegetable_oil,chicken,turmeric,,,,,,,,,,,,,,,,,,
Asian,Indian,cauliflower,potato,cayenne,ginger,bell_pepper,vegetable_oil,pea,turmeric,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,fenugreek,cilantro,onion,cumin,ginger,yogurt,garlic,pepper,chicken,turmeric,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,tomato,olive_oil,kale,cumin,brassica,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,black_mustard_seed_oil,coconut,coconut_oil,cayenne,cumin,seed,garlic,rice,banana,turmeric,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,butter,wheat,tea,vanilla,honey,buttermilk,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,olive_oil,lemon,sesame_oil,cayenne,ginger,shrimp,yogurt,garlic,chive,cucumber,scallion,mint,,,,,,,,,,,,,,,,,,,,
Asian,Indian,butter,coriander,pepper,onion,cauliflower,potato,black_pepper,chicken_broth,cashew,cayenne,cumin,celery,fenugreek,carrot,bread,turmeric,,,,,,,,,,,,,,,,
Asian,Indian,cane_molasses,cilantro,lime_juice,cayenne,yogurt,vegetable_oil,milk,lime,,,,,,,,,,,,,,,,,,,,,,,,
Asian,Indian,coriander,pepper,cayenne,black_pepper,cumin,ginger,lime_juice,mango,garlic,bell_pepper,yogurt,vegetable_oil,chicken,turmeric,mint,lime,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,olive_oil,garlic,lime_juice,cumin,oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,pork,garlic,bitter_orange,oregano,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,tomato,olive_oil,green_bell_pepper,onion,cheese,corn,starch,cayenne,parsley,garlic,bell_pepper,olive,turmeric,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,cheese,quince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,vinegar,pork,lemon,cider,garlic,orange,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,cheese,sherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,anise_seed,vanilla,milk_fat,cinnamon,lemon_peel,milk,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,olive_oil,beef,kale,onion,potato,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,tomato,olive_oil,wheat,yeast,garlic,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,olive_oil,cilantro,lemon_juice,lemon,onion,corn,orange_juice,shrimp,celery,garlic,bell_pepper,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,olive_oil,cilantro,onion,lime_juice,orange_juice,black_pepper,cumin,garlic,oregano,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,olive_oil,onion,shallot,cumin,bay,black_bean,garlic,bell_pepper,oregano,cream,,,,,,,,,,,,,,,,,,,,,,
